index,target,predicted,error,target_error,predicted_error,dataset,noncomformity,alpha_val,sd
33,-56.94388,-56.963585,0.01970500000000186,0.019705,0.11283246,test,3.6728501110955762,0.4144167132461872,0.2072083566230936
34,-56.90288,-56.981396,0.07851599999999337,0.078516,0.1103574,train,3.6728501110955762,0.4053261888502189,0.20266309442510946
35,-56.67751,-56.854446,0.17693600000000487,0.176936,0.10968818,train,3.6728501110955762,0.40286824409887156,0.20143412204943578
36,-56.24527,-56.559902,0.31463200000000313,0.314632,0.114731506,train,3.6728501110955762,0.42139162455826273,0.21069581227913137
37,-57.20739,-57.25341,0.04602000000000572,0.04602,0.09568802,train,3.6728501110955762,0.35144775488751573,0.17572387744375786
38,-57.39628,-57.411617,0.015337000000002377,0.015337,0.085133575,train,3.6728501110955762,0.31268286039671356,0.15634143019835678
39,-56.13533,-56.289913,0.15458299999999525,0.154583,0.11370389,train,3.6728501110955762,0.4176173450184992,0.2088086725092496
40,-57.31168,-57.259556,0.05212399999999917,0.052124,0.082249075,train,3.6728501110955762,0.30208852425125843,0.15104426212562921
41,-57.08227,-57.139263,0.05699299999999852,0.056993,0.10575721,train,3.6728501110955762,0.3884303804976582,0.1942151902488291
42,-56.93349,-57.011868,0.07837800000000072,0.078378,0.10372347,train,3.6728501110955762,0.38096075831271864,0.19048037915635932
43,-56.74007,-56.845127,0.10505699999999507,0.105057,0.11189449,val,3.6728501110955762,0.41097169002748285,0.20548584501374142
44,-57.07443,-57.124733,0.05030299999999954,0.050303,0.11266104,train,3.6728501110955762,0.41378711328014317,0.20689355664007159
45,-56.23391,-56.126846,0.10706400000000116,0.107064,0.1163796,train,3.6728501110955762,0.4274448267892587,0.21372241339462936
46,-56.30374,-56.314514,0.010774000000004946,0.010774,0.119624436,train,3.6728501110955762,0.43936262305234564,0.21968131152617282
47,-56.98363,-57.088932,0.10530200000000178,0.105302,0.1123929,train,3.6728501110955762,0.412802275251354,0.206401137625677
48,-56.86299,-57.028057,0.1650669999999934,0.165067,0.118381485,train,3.6728501110955762,0.43479745033390926,0.21739872516695463
49,-57.0746,-57.11526,0.04066000000000258,0.04066,0.10878827,train,3.6728501110955762,0.3995630095553956,0.1997815047776978
50,-56.87627,-57.03723,0.16096000000000288,0.16096,0.10888348,train,3.6728501110955762,0.39991270161447295,0.19995635080723648
51,-57.37517,-57.425076,0.049906000000000006,0.049906,0.090590484,test,3.6728501110955762,0.332725269223602,0.166362634611801
52,-56.90455,-56.90166,0.0028900000000007253,0.00289,0.107926995,train,3.6728501110955762,0.3963996755759617,0.19819983778798084
53,-54.48456,-54.42385,0.060710000000000264,0.06071,0.1291069,train,3.6728501110955762,0.47419029200820545,0.23709514600410272
54,-56.68373,-56.38952,0.29420999999999964,0.29421,0.114812404,val,3.6728501110955762,0.4216887507865502,0.2108443753932751
55,-57.15978,-57.29253,0.13275000000000148,0.13275,0.1190234,train,3.6728501110955762,0.43715510791297324,0.21857755395648662
56,-55.19713,-55.04953,0.14760000000000417,0.1476,0.124360204,train,3.6728501110955762,0.4567563890772685,0.22837819453863425
57,-55.67821,-55.74301,0.06479999999999819,0.0648,0.12311748,train,3.6728501110955762,0.4521920500958074,0.2260960250479037
58,-56.26682,-56.22229,0.044530000000001735,0.04453,0.117322065,train,3.6728501110955762,0.4309063594692124,0.2154531797346062
59,-56.34545,-56.36883,0.023380000000003065,0.02338,0.11637013,train,3.6728501110955762,0.42741004489870665,0.21370502244935333
60,-56.53062,-56.407574,0.12304600000000221,0.123046,0.118625715,train,3.6728501110955762,0.4356944705165422,0.2178472352582711
61,-56.80985,-56.734375,0.0754749999999973,0.075475,0.11829852,train,3.6728501110955762,0.43449273232444224,0.21724636616222112
62,-55.00264,-55.241394,0.23875400000000013,0.238754,0.12298063,test,3.6728501110955762,0.45168942055810396,0.22584471027905198
63,-56.92246,-56.843815,0.07864500000000163,0.078645,0.12203431,train,3.6728501110955762,0.44821372904097195,0.22410686452048598
64,-54.03469,-54.443848,0.409158000000005,0.409158,0.12576441,test,3.6728501110955762,0.46191382724036956,0.23095691362018478
65,-55.77428,-55.736073,0.03820699999999988,0.038207,0.12041925,train,3.6728501110955762,0.442281855740546,0.221140927870273
66,-56.31184,-56.35197,0.040130000000004884,0.04013,0.12694298,val,3.6728501110955762,0.4662425381958036,0.2331212690979018
67,-54.5427,-54.31769,0.2250100000000046,0.22501,0.12948905,train,3.6728501110955762,0.4755938716781606,0.2377969358390803
68,-55.05602,-55.089912,0.03389200000000159,0.033892,0.12858728,train,3.6728501110955762,0.47228180563347794,0.23614090281673897
69,-55.68673,-55.59127,0.09545999999999566,0.09546,0.12584838,train,3.6728501110955762,0.46222223646419835,0.23111111823209918
70,-55.02529,-55.591927,0.5666370000000001,0.566637,0.12655316,train,3.6728501110955762,0.4648107877654962,0.2324053938827481
71,-55.24475,-55.4466,0.2018499999999932,0.20185,0.1308003,train,3.6728501110955762,0.48040989638633474,0.24020494819316737
72,-56.72169,-56.71031,0.01138000000000261,0.01138,0.12320505,train,3.6728501110955762,0.452513681580036,0.226256840790018
73,-55.58951,-55.698704,0.10919400000000223,0.109194,0.12573397,test,3.6728501110955762,0.46180202568298784,0.23090101284149392
74,-56.39885,-56.939796,0.5409459999999982,0.540946,0.12724602,test,3.6728501110955762,0.4673555586934699,0.23367777934673495
75,-56.3902,-56.65993,0.2697300000000027,0.26973,0.12307274,train,3.6728501110955762,0.45202772678183695,0.22601386339091847
76,-56.58539,-56.77877,0.19338000000000477,0.19338,0.11104831,train,3.6728501110955762,0.407863797720476,0.203931898860238
77,-56.46504,-56.552654,0.08761399999999497,0.087614,0.120390594,train,3.6728501110955762,0.4421766065477624,0.2210883032738812
78,-56.85067,-56.94105,0.09037999999999613,0.09038,0.1208271,train,3.6728501110955762,0.44377982765835633,0.22188991382917816
79,-56.55364,-56.4972,0.056440000000002044,0.05644,0.12769625,test,3.6728501110955762,0.4690091859989885,0.23450459299949425
80,-56.17804,-56.25864,0.0805999999999969,0.0806,0.118840516,train,3.6728501110955762,0.43648340239325556,0.21824170119662778
81,-56.61074,-56.482258,0.1284819999999982,0.128482,0.12538594,train,3.6728501110955762,0.46052376365882325,0.23026188182941162
82,-56.43395,-56.561214,0.1272639999999967,0.127264,0.12027861,train,3.6728501110955762,0.44176530610092146,0.22088265305046073
83,-56.7959,-56.73553,0.06037000000000603,0.06037,0.11560477,val,3.6728501110955762,0.4245989923376785,0.21229949616883925
84,-56.32364,-56.28884,0.034799999999997056,0.0348,0.11484656,train,3.6728501110955762,0.42181420065494474,0.21090710032747237
85,-56.80814,-56.891098,0.08295799999999787,0.082958,0.11562882,train,3.6728501110955762,0.42468732438285034,0.21234366219142517
86,-56.64863,-56.75645,0.1078200000000038,0.10782,0.115210235,train,3.6728501110955762,0.42314992441909743,0.21157496220954872
87,-56.76046,-56.7184,0.04205999999999932,0.04206,0.11683295,train,3.6728501110955762,0.4291099133871239,0.21455495669356195
88,-56.61858,-56.76125,0.1426699999999954,0.14267,0.11580476,test,3.6728501110955762,0.4253335256313966,0.2126667628156983
89,-56.48602,-56.52864,0.042619999999999436,0.04262,0.11581144,train,3.6728501110955762,0.42535806027013867,0.21267903013506934
90,-56.26246,-56.420673,0.1582130000000035,0.158213,0.11680211,train,3.6728501110955762,0.4289966426896977,0.21449832134484886
91,-56.54156,-56.639614,0.09805400000000475,0.098054,0.110490635,train,3.6728501110955762,0.4058155410347708,0.2029077705173854
92,-55.85919,-55.919994,0.06080400000000452,0.060804,0.12009056,train,3.6728501110955762,0.44107462663752994,0.22053731331876497
93,-56.62476,-56.45454,0.17022000000000048,0.17022,0.11599102,test,3.6728501110955762,0.42601763069308923,0.21300881534654462
94,-56.53723,-56.24577,0.2914600000000007,0.29146,0.117745146,train,3.6728501110955762,0.4324602725670648,0.2162301362835324
95,-56.55604,-56.53002,0.026020000000002597,0.02602,0.12087602,train,3.6728501110955762,0.4439595034857911,0.22197975174289555
96,-56.65296,-56.791706,0.1387459999999976,0.138746,0.12553905,train,3.6728501110955762,0.46108611373933317,0.23054305686966658
97,-56.44061,-56.44235,0.0017399999999980764,0.00174,0.122303635,train,3.6728501110955762,0.4492029193971428,0.2246014596985714
98,-56.87069,-56.81206,0.05863000000000085,0.05863,0.119406685,train,3.6728501110955762,0.43856285626780445,0.21928142813390222
99,-56.65428,-56.63438,0.019899999999999807,0.0199,0.11527865,train,3.6728501110955762,0.423401202459448,0.211700601229724
100,-56.01089,-56.022087,0.011196999999995683,0.011197,0.118591845,train,3.6728501110955762,0.4355700710832794,0.2177850355416397
101,-56.57196,-56.698093,0.12613300000000294,0.126133,0.11976598,train,3.6728501110955762,0.43988249294847054,0.21994124647423527
102,-55.03239,-55.417065,0.38467500000000143,0.384675,0.12204732,val,3.6728501110955762,0.44826151282091736,0.22413075641045868
103,-55.33771,-55.558163,0.22045299999999912,0.220453,0.1196191,train,3.6728501110955762,0.4393430247241529,0.21967151236207644
104,-55.74076,-55.756393,0.015633000000001118,0.015633,0.117926285,train,3.6728501110955762,0.4331255689633386,0.2165627844816693
105,-56.86791,-57.023445,0.15553500000000042,0.155535,0.1186913,val,3.6728501110955762,0.4359353543910784,0.2179676771955392
106,-55.49472,-55.420063,0.07465700000000197,0.074657,0.123739704,train,3.6728501110955762,0.4544773855833337,0.22723869279166686
107,-57.06441,-57.10306,0.038649999999996965,0.03865,0.121846944,train,3.6728501110955762,0.44752556180705644,0.22376278090352822
108,-55.13677,-55.04772,0.0890500000000003,0.08905,0.1238685,train,3.6728501110955762,0.4549504339862424,0.2274752169931212
109,-55.74839,-55.769505,0.02111500000000177,0.021115,0.13011414,test,3.6728501110955762,0.4778897335541053,0.23894486677705265
110,-54.88839,-55.00052,0.11213000000000051,0.11213,0.12674955,train,3.6728501110955762,0.46553209879881424,0.23276604939940712
111,-56.48049,-56.631676,0.1511859999999956,0.151186,0.11848542,train,3.6728501110955762,0.435179188010206,0.217589594005103
112,-56.41167,-56.48714,0.07546999999999571,0.07547,0.110395685,train,3.6728501110955762,0.40546680391672224,0.20273340195836112
113,-54.48714,-54.416283,0.07085699999999662,0.070857,0.12583259,test,3.6728501110955762,0.4621642421609441,0.23108212108047205
114,-55.04047,-55.23588,0.19541000000000253,0.19541,0.12943202,train,3.6728501110955762,0.4753844090363249,0.23769220451816245
115,-55.88341,-55.998848,0.11543800000000459,0.115438,0.12405772,train,3.6728501110955762,0.4556454106842639,0.22782270534213195
116,-56.51779,-56.595707,0.07791699999999935,0.077917,0.12304565,train,3.6728501110955762,0.4519282292723274,0.2259641146361637
117,-56.62065,-56.67255,0.05190000000000339,0.0519,0.106809564,train,3.6728501110955762,0.39229551900347004,0.19614775950173502
118,-56.91535,-56.963585,0.04823500000000536,0.048235,0.102852866,test,3.6728501110955762,0.37776316031459845,0.18888158015729922
119,-54.99672,-55.206367,0.2096469999999968,0.209647,0.12476306,train,3.6728501110955762,0.458236018781624,0.229118009390812
120,-56.80708,-56.83028,0.023200000000002774,0.0232,0.11651115,train,3.6728501110955762,0.42792799022137334,0.21396399511068667
121,-56.30264,-56.481823,0.17918300000000187,0.179183,0.124362454,train,3.6728501110955762,0.4567646529900185,0.22838232649500925
122,-56.33984,-56.4528,0.11296000000000106,0.11296,0.119041905,train,3.6728501110955762,0.43722307400427907,0.21861153700213953
123,-56.42253,-56.416576,0.005954000000002679,0.005954,0.11641583,train,3.6728501110955762,0.4275778941487837,0.21378894707439186
124,-55.43347,-55.120087,0.31338300000000174,0.313383,0.13272125,train,3.6728501110955762,0.4874652578072438,0.2437326289036219
125,-56.56812,-56.739742,0.17162199999999928,0.171622,0.122532666,val,3.6728501110955762,0.4500441159309371,0.22502205796546856
126,-56.63121,-56.595737,0.035473000000003196,0.035473,0.12422778,train,3.6728501110955762,0.4562700155741568,0.2281350077870784
127,-56.62056,-56.39419,0.22636999999999574,0.22637,0.12131788,test,3.6728501110955762,0.4455823890358798,0.2227911945179399
128,-56.64577,-56.66744,0.0216700000000003,0.02167,0.11301886,train,3.6728501110955762,0.41510133250689535,0.20755066625344767
129,-56.6865,-56.718796,0.03229599999999522,0.032296,0.1091844,train,3.6728501110955762,0.40101793566990385,0.20050896783495192
130,-57.18722,-57.22227,0.03504999999999825,0.03505,0.10241935,train,3.6728501110955762,0.3761709210258367,0.18808546051291836
131,-57.40158,-57.49462,0.0930399999999949,0.09304,0.07653247,train,3.6728501110955762,0.2810922909419189,0.14054614547095945
132,-56.825,-56.73704,0.08796000000000248,0.08796,0.11762306,train,3.6728501110955762,0.43201186898840166,0.21600593449420083
133,-56.93813,-56.949196,0.011065999999999576,0.011066,0.120123886,train,3.6728501110955762,0.44119702804033234,0.22059851402016617
134,-56.46006,-56.36231,0.09774999999999778,0.09775,0.11756656,test,3.6728501110955762,0.4318043529571247,0.21590217647856236
135,-56.58978,-56.552685,0.037095000000000766,0.037095,0.11873895,train,3.6728501110955762,0.43611036569887207,0.21805518284943604
136,-56.97805,-57.042545,0.06449499999999375,0.064495,0.11765143,train,3.6728501110955762,0.43211606774605343,0.21605803387302672
137,-56.65397,-56.7411,0.08713000000000193,0.08713,0.119264305,test,3.6728501110955762,0.4380399158689867,0.21901995793449336
138,-56.83504,-56.999714,0.164673999999998,0.164674,0.11661169,train,3.6728501110955762,0.42829725857154294,0.21414862928577147
139,-56.40273,-56.61901,0.2162800000000047,0.21628,0.12462292,train,3.6728501110955762,0.4577213055670551,0.22886065278352755
140,-56.42305,-56.371284,0.051766000000000645,0.051766,0.09162371,train,3.6728501110955762,0.33652015345248887,0.16826007672624443
141,-56.55295,-56.543808,0.009142000000004202,0.009142,0.08339455,train,3.6728501110955762,0.30629568223226555,0.15314784111613278
142,-56.3186,-56.11869,0.1999100000000027,0.19991,0.1134313,val,3.6728501110955762,0.41661616280671565,0.20830808140335783
143,-56.37123,-56.228466,0.14276399999999967,0.142764,0.098122254,train,3.6728501110955762,0.3603883315048484,0.1801941657524242
144,-56.32827,-56.2911,0.037170000000003256,0.03717,0.109138,test,3.6728501110955762,0.400847515424749,0.2004237577123745
145,-56.40743,-56.40962,0.002189999999998804,0.00219,0.113400705,test,3.6728501110955762,0.4165037919575667,0.20825189597878335
146,-56.49264,-56.344837,0.14780300000000324,0.147803,0.11433419,train,3.6728501110955762,0.41993234244352273,0.20996617122176137
147,-56.42738,-56.53412,0.10674000000000206,0.10674,0.116177656,train,3.6728501110955762,0.42670311674642364,0.21335155837321182
148,-56.5187,-56.565998,0.04729799999999784,0.047298,0.10105759,train,3.6728501110955762,0.3711693806585512,0.1855846903292756
149,-56.00046,-56.039745,0.039285000000006676,0.039285,0.11769907,test,3.6728501110955762,0.43229104232534604,0.21614552116267302
150,-55.82882,-56.040974,0.21215399999999818,0.212154,0.120449066,train,3.6728501110955762,0.4423913654394584,0.2211956827197292
151,-56.29494,-56.35837,0.06343000000000387,0.06343,0.10470168,val,3.6728501110955762,0.3845535770198935,0.19227678850994676
152,-56.18846,-56.178307,0.010153000000002521,0.010153,0.11587663,train,3.6728501110955762,0.425597493368881,0.2127987466844405
153,-55.62983,-55.631622,0.0017920000000017922,0.001792,0.13100244,train,3.6728501110955762,0.48115232630779153,0.24057616315389577
154,-55.9403,-56.157692,0.2173919999999967,0.217392,0.11768879,test,3.6728501110955762,0.43225328542620395,0.21612664271310197
155,-56.25389,-56.27554,0.021650000000001057,0.02165,0.119401105,train,3.6728501110955762,0.43854236176418454,0.21927118088209227
156,-56.08366,-56.015224,0.06843599999999839,0.068436,0.11638573,train,3.6728501110955762,0.4274673413604398,0.2137336706802199
157,-56.24333,-56.035633,0.20769700000000313,0.207697,0.11831501,train,3.6728501110955762,0.4345532976227742,0.2172766488113871
158,-54.72723,-54.430653,0.2965769999999992,0.296577,0.12765902,train,3.6728501110955762,0.46887244578935244,0.23443622289467622
159,-56.44073,-56.48962,0.0488900000000001,0.04889,0.1146872,train,3.6728501110955762,0.4212288952612406,0.2106144476306203
160,-56.66924,-56.529655,0.13958500000000384,0.139585,0.11671542,train,3.6728501110955762,0.42867824331356685,0.21433912165678343
161,-56.81692,-56.722652,0.09426800000000668,0.094268,0.104556374,train,3.6728501110955762,0.3840198898616506,0.1920099449308253
162,-56.55539,-56.668766,0.11337599999999526,0.113376,0.11983779,train,3.6728501110955762,0.4401462403149483,0.22007312015747416
163,-55.31856,-55.476902,0.15834200000000465,0.158342,0.132936,test,3.6728501110955762,0.4882540023686015,0.24412700118430075
164,-55.88266,-55.94709,0.06443000000000154,0.06443,0.12231856,train,3.6728501110955762,0.4492577366850509,0.22462886834252546
165,-56.77767,-56.80875,0.031080000000002883,0.03108,0.116941005,train,3.6728501110955762,0.4295067832058783,0.21475339160293916
166,-56.10395,-55.917194,0.18675599999999548,0.186756,0.13280721,train,3.6728501110955762,0.4877809760027936,0.2438904880013968
167,-56.55278,-56.43511,0.11766999999999683,0.11767,0.11571054,train,3.6728501110955762,0.42498746969392914,0.21249373484696457
168,-56.30677,-56.427567,0.12079700000000315,0.120797,0.11955072,test,3.6728501110955762,0.43909187523355614,0.21954593761677807
169,-56.27991,-56.060574,0.21933599999999842,0.219336,0.13128814,train,3.6728501110955762,0.48220165958453154,0.24110082979226577
170,-55.02463,-55.21171,0.18707999999999458,0.18708,0.12865216,train,3.6728501110955762,0.4725201001486858,0.2362600500743429
171,-55.54823,-55.77303,0.2248000000000019,0.2248,0.12620902,train,3.6728501110955762,0.46354681312826385,0.23177340656413192
172,-56.3608,-56.48364,0.12284000000000361,0.12284,0.12963395,val,3.6728501110955762,0.47612606765925836,0.23806303382962918
173,-56.21111,-56.481686,0.2705760000000055,0.270576,0.12523986,test,3.6728501110955762,0.45998723371459443,0.22999361685729722
174,-55.75357,-56.007465,0.253895,0.253895,0.12209446,train,3.6728501110955762,0.4484346509751544,0.2242173254875772
175,-56.13874,-56.066593,0.07214700000000107,0.072147,0.1171408,train,3.6728501110955762,0.4302406002938247,0.21512030014691236
176,-54.69327,-54.69745,0.00418000000000518,0.00418,0.11960624,test,3.6728501110955762,0.4392957918717242,0.2196478959358621
177,-54.87127,-54.942192,0.07092199999999593,0.070922,0.12200292,train,3.6728501110955762,0.4480984382759847,0.22404921913799236
178,-56.06912,-56.251137,0.18201700000000187,0.182017,0.10722938,train,3.6728501110955762,0.39383744024570977,0.19691872012285488
179,-55.87958,-55.833683,0.045896999999996524,0.045897,0.11210625,train,3.6728501110955762,0.4117494527670085,0.20587472638350424
180,-55.84557,-55.640602,0.20496800000000093,0.204968,0.119245455,train,3.6728501110955762,0.43797068264439254,0.21898534132219627
181,-54.53358,-54.855125,0.3215450000000004,0.321545,0.12508416,test,3.6728501110955762,0.45941537095229684,0.22970768547614842
182,-55.82577,-55.707333,0.11843700000000013,0.118437,0.11231543,test,3.6728501110955762,0.4125177395532474,0.2062588697766237
183,-54.97671,-55.246113,0.26940300000000406,0.269403,0.11950712,train,3.6728501110955762,0.43893173896871235,0.21946586948435617
184,-55.92247,-55.788445,0.13402499999999407,0.134025,0.11898972,train,3.6728501110955762,0.4370314063212315,0.21851570316061575
185,-55.97962,-56.04482,0.06520000000000437,0.0652,0.11539052,test,3.6728501110955762,0.4238120842013763,0.21190604210068814
186,-55.89992,-55.99423,0.09431000000000012,0.09431,0.11492239,train,3.6728501110955762,0.4220927128788691,0.21104635643943456
187,-55.37637,-55.546577,0.17020699999999778,0.170207,0.119628266,train,3.6728501110955762,0.4393766900682711,0.21968834503413556
188,-54.80007,-54.856884,0.05681400000000281,0.056814,0.12407069,test,3.6728501110955762,0.4556930475502048,0.2278465237751024
189,-55.83563,-55.89706,0.06143000000000143,0.06143,0.11805585,train,3.6728501110955762,0.4336014417879827,0.21680072089399136
190,-54.88158,-55.1738,0.29222000000000037,0.29222,0.12381308,train,3.6728501110955762,0.4547468846330855,0.22737344231654275
191,-56.41913,-56.270485,0.14864500000000191,0.148645,0.118604705,train,3.6728501110955762,0.4356173039357081,0.21780865196785404
192,-56.11177,-56.353428,0.24165800000000104,0.241658,0.12262504,train,3.6728501110955762,0.4503833917870995,0.22519169589354976
193,-56.47523,-56.534336,0.05910599999999988,0.059106,0.1202579,train,3.6728501110955762,0.4416892413751207,0.22084462068756036
194,-56.2706,-55.940353,0.33024699999999996,0.330247,0.12135485,train,3.6728501110955762,0.445718174304487,0.2228590871522435
195,-56.88219,-56.58366,0.2985299999999995,0.29853,0.119530894,train,3.6728501110955762,0.43901905730725355,0.21950952865362677
196,-57.03225,-56.963875,0.06837499999999608,0.068375,0.11636013,val,3.6728501110955762,0.42737331639759574,0.21368665819879787
197,-56.66279,-56.576126,0.08666399999999896,0.086664,0.120351434,train,3.6728501110955762,0.4420327777374119,0.22101638886870595
198,-56.97406,-56.95378,0.02027999999999963,0.02028,0.11828835,train,3.6728501110955762,0.4344553794388124,0.2172276897194062
199,-56.43186,-56.44628,0.01442000000000121,0.01442,0.119418725,train,3.6728501110955762,0.4386070773831421,0.21930353869157104
200,-55.69272,-55.604218,0.0885019999999983,0.088502,0.12802176,train,3.6728501110955762,0.47020473543865127,0.23510236771932563
201,-56.85079,-56.942875,0.09208499999999731,0.092085,0.11348333,train,3.6728501110955762,0.41680726119799594,0.20840363059899797
202,-53.89384,-54.122227,0.228387000000005,0.228387,0.121380165,train,3.6728501110955762,0.4458111525050494,0.2229055762525247
203,-55.98006,-56.17051,0.19044999999999845,0.19045,0.11373309,train,3.6728501110955762,0.41772459224174313,0.20886229612087157
204,-53.67626,-53.633785,0.042474999999996044,0.042475,0.12407431,train,3.6728501110955762,0.45570634326760695,0.22785317163380348
205,-55.50459,-55.596012,0.09142200000000145,0.091422,0.12221175,train,3.6728501110955762,0.4488654395646848,0.2244327197823424
206,-56.29274,-56.30302,0.010279999999994516,0.01028,0.10720977,train,3.6728501110955762,0.39376541565503115,0.19688270782751557
207,-55.86623,-56.00966,0.14342999999999506,0.14343,0.12173244,train,3.6728501110955762,0.44710500577793555,0.22355250288896777
208,-57.00926,-57.167713,0.1584530000000015,0.158453,0.11438816,train,3.6728501110955762,0.42013056616401856,0.21006528308200928
209,-54.87912,-55.094242,0.21512200000000092,0.215122,0.119640715,train,3.6728501110955762,0.43942241337930416,0.21971120668965208
210,-55.20603,-55.459652,0.253622,0.253622,0.11855186,train,3.6728501110955762,0.4354232121715872,0.2177116060857936
211,-55.48919,-55.38381,0.1053800000000038,0.10538,0.122006625,val,3.6728501110955762,0.44811204618564626,0.22405602309282313
212,-55.30658,-55.030094,0.27648599999999846,0.276486,0.13113357,test,3.6728501110955762,0.48163394714285956,0.24081697357142978
213,-55.8585,-56.095642,0.23714199999999863,0.237142,0.13296583,train,3.6728501110955762,0.48836356348741555,0.24418178174370778
214,-54.27993,-54.133163,0.14676699999999698,0.146767,0.12064429,test,3.6728501110955762,0.44310839392954693,0.22155419696477346
215,-55.04467,-54.974377,0.0702930000000066,0.070293,0.11993694,train,3.6728501110955762,0.4405104034034635,0.22025520170173174
216,-55.74831,-55.62005,0.12825999999999738,0.12826,0.12560791,val,3.6728501110955762,0.4613390261979831,0.23066951309899156
217,-54.8825,-54.89212,0.009619999999998186,0.00962,0.12032727,train,3.6728501110955762,0.4419440269873274,0.2209720134936637
218,-56.65035,-56.793385,0.14303499999999758,0.143035,0.11423642,train,3.6728501110955762,0.4195732478881609,0.20978662394408046
219,-56.52468,-56.623344,0.09866400000000652,0.098664,0.11996928,train,3.6728501110955762,0.4406291833760563,0.22031459168802814
220,-55.22617,-55.35143,0.12525999999999726,0.12526,0.12034756,train,3.6728501110955762,0.44201854911608157,0.22100927455804079
